Place_Name,Total_Transactions_count,Total_Amount,Quarter,Year,State,MyIndex
chamarajanagara district,2746927,5552756929.955185,4,2021,karnataka,6573
dakshina kannada district,19368239,31520554624.570152,4,2021,karnataka,6574
hassan district,10464484,20595035689.58944,4,2021,karnataka,6575
dharwad district,21979264,32561017319.9235,4,2021,karnataka,6576
shivamogga district,15695558,27830702801.55013,4,2021,karnataka,6577
udupi district,5829250,8949815675.052809,4,2021,karnataka,6578
gadag district,4388613,7679264206.975709,4,2021,karnataka,6579
mysuru district,37083502,61822430173.66279,1,2022,karnataka,6580
chitradurga district,8840295,17387118905.4901,1,2022,karnataka,6581
kalaburagi district,16255757,31752677807.21394,1,2022,karnataka,6582
ramanagara district,12677561,22088643583.77496,1,2022,karnataka,6583
mandya district,11788401,24060082945.76444,1,2022,karnataka,6584
kodagu district,3432505,6646574029.357061,1,2022,karnataka,6585
chikkamagaluru district,6600446,12915229702.858978,1,2022,karnataka,6586
haveri district,6004637,11265090071.92994,1,2022,karnataka,6587
ballari district,21654672,38400067163.88623,1,2022,karnataka,6588
belagavi district,26878240,46658421651.21534,1,2022,karnataka,6589
kolar district,16843681,29992517346.89037,1,2022,karnataka,6590
uttara kannada district,6073557,10544067403.53402,1,2022,karnataka,6591
tumakuru district,20649123,37948656148.62866,1,2022,karnataka,6592
yadgir district,4406744,10462830367.3728,1,2022,karnataka,6593
bengaluru urban district,648380838,837938769153.0939,1,2022,karnataka,6594
chikkaballapura district,11172675,22098064888.87383,1,2022,karnataka,6595
davanagere district,22581033,39050377360.957146,1,2022,karnataka,6596
bagalkote district,10124765,18494582236.41397,1,2022,karnataka,6597
vijayapura district,12863787,24932106998.528736,1,2022,karnataka,6598
koppal district,7931539,14483139066.46916,1,2022,karnataka,6599
bidar district,12375594,22960981363.088814,1,2022,karnataka,6600
bengaluru rural district,25383239,38366097407.824936,1,2022,karnataka,6601
raichur district,11003927,23404274257.141487,1,2022,karnataka,6602
chamarajanagara district,3366450,6913976350.923538,1,2022,karnataka,6603
dakshina kannada district,23170221,37851830234.15874,1,2022,karnataka,6604
hassan district,12843322,25671185335.18034,1,2022,karnataka,6605
dharwad district,25761398,37328868895.055,1,2022,karnataka,6606
shivamogga district,19949316,36172162298.55464,1,2022,karnataka,6607
udupi district,6634616,10288136700.68377,1,2022,karnataka,6608
gadag district,5123566,8750528457.344032,1,2022,karnataka,6609
mysuru district,44272976,71755017847.05061,2,2022,karnataka,6610
chitradurga district,10700572,20208472585.33092,2,2022,karnataka,6611
kalaburagi district,19784596,37138279677.46423,2,2022,karnataka,6612
ramanagara district,15245758,26816373100.03969,2,2022,karnataka,6613
mandya district,14343600,28867594359.292023,2,2022,karnataka,6614
kodagu district,4177322,7565443848.449671,2,2022,karnataka,6615
chikkamagaluru district,8024667,15036115690.78202,2,2022,karnataka,6616
haveri district,7254524,13257194848.14084,2,2022,karnataka,6617
ballari district,25715246,43733106040.42187,2,2022,karnataka,6618
belagavi district,32214940,54330716392.87328,2,2022,karnataka,6619
kolar district,19566690,35399778574.45959,2,2022,karnataka,6620
uttara kannada district,7039036,11973278366.37359,2,2022,karnataka,6621
tumakuru district,24528653,44297419510.10812,2,2022,karnataka,6622
yadgir district,5520410,12375236867.62401,2,2022,karnataka,6623
bengaluru urban district,786978117,1013933810932.2712,2,2022,karnataka,6624
chikkaballapura district,13199482,26798287983.12884,2,2022,karnataka,6625
davanagere district,28378650,46910152646.48254,2,2022,karnataka,6626
bagalkote district,12292030,21543677830.774693,2,2022,karnataka,6627
vijayapura district,15497828,29343153102.38529,2,2022,karnataka,6628
koppal district,10029526,17390091876.71174,2,2022,karnataka,6629
bidar district,15103994,27016319518.501,2,2022,karnataka,6630
bengaluru rural district,29552291,45049848699.91368,2,2022,karnataka,6631
raichur district,13465552,27197767201.22018,2,2022,karnataka,6632
chamarajanagara district,4177168,8011329768.322524,2,2022,karnataka,6633
dakshina kannada district,26596843,43058171123.94547,2,2022,karnataka,6634
hassan district,15347412,29316180031.946102,2,2022,karnataka,6635
dharwad district,30334488,44220634322.54169,2,2022,karnataka,6636
shivamogga district,24024769,42192013838.99083,2,2022,karnataka,6637
udupi district,7786229,11968816664.61894,2,2022,karnataka,6638
gadag district,6295591,10441830809.06196,2,2022,karnataka,6639
mysuru district,40705541,62142656687.51495,3,2022,karnataka,6640
chitradurga district,10645515,18816797147.7333,3,2022,karnataka,6641
kalaburagi district,20345468,34468548524.63291,3,2022,karnataka,6642
ramanagara district,15252860,24917635086.46713,3,2022,karnataka,6643
mandya district,14529761,27652425871.34837,3,2022,karnataka,6644
kodagu district,3756864,6211450943.385446,3,2022,karnataka,6645
chikkamagaluru district,8118417,13904227857.055332,3,2022,karnataka,6646
haveri district,7691043,12602269794.28848,3,2022,karnataka,6647
ballari district,25020296,39977029009.67139,3,2022,karnataka,6648
belagavi district,30506760,47452586439.87804,3,2022,karnataka,6649
kolar district,19634287,34773465329.384254,3,2022,karnataka,6650
uttara kannada district,6851164,10582287506.90386,3,2022,karnataka,6651
tumakuru district,24310727,41225194542.91735,3,2022,karnataka,6652
yadgir district,5434554,10954971886.095982,3,2022,karnataka,6653
bengaluru urban district,738035161,930886457807.8192,3,2022,karnataka,6654
chikkaballapura district,13185890,26027691612.46505,3,2022,karnataka,6655
davanagere district,16814000,26646939915.55822,3,2022,karnataka,6656
bagalkote district,12090911,19422333597.546112,3,2022,karnataka,6657
vijayapura district,15584088,26736978830.77508,3,2022,karnataka,6658
koppal district,9948188,15884067510.356691,3,2022,karnataka,6659
bidar district,15717179,25448600189.833237,3,2022,karnataka,6660
bengaluru rural district,29738665,43852997173.89527,3,2022,karnataka,6661
raichur district,13272269,24600810301.99743,3,2022,karnataka,6662
chamarajanagara district,4335006,7956137338.000944,3,2022,karnataka,6663
dakshina kannada district,17248777,25239674044.223103,3,2022,karnataka,6664
hassan district,15366670,27360185921.83621,3,2022,karnataka,6665
dharwad district,25927571,34230149717.13926,3,2022,karnataka,6666
shivamogga district,15974774,25663783169.57721,3,2022,karnataka,6667
udupi district,7695387,11043120655.65159,3,2022,karnataka,6668
gadag district,6023535,9236758197.071217,3,2022,karnataka,6669
mysuru district,44057659,67004180524.31279,4,2022,karnataka,6670
chitradurga district,11603531,20575182885.91857,4,2022,karnataka,6671
kalaburagi district,22515278,37601225202.67351,4,2022,karnataka,6672
ramanagara district,16729830,26462503793.5355,4,2022,karnataka,6673
mandya district,16082429,30249005906.885822,4,2022,karnataka,6674
kodagu district,4395090,7370333319.586555,4,2022,karnataka,6675
chikkamagaluru district,9547252,16304151824.76296,4,2022,karnataka,6676
haveri district,8622172,14092113266.32198,4,2022,karnataka,6677
ballari district,27273315,44205335947.441055,4,2022,karnataka,6678
belagavi district,36557938,56335376307.96784,4,2022,karnataka,6679
kolar district,20890491,35826431858.45456,4,2022,karnataka,6680
uttara kannada district,8700136,13625913466.52123,4,2022,karnataka,6681
tumakuru district,27089373,45262565516.08911,4,2022,karnataka,6682
yadgir district,6217448,12205110759.17209,4,2022,karnataka,6683
bengaluru urban district,876647100,1092079302011.888,4,2022,karnataka,6684
chikkaballapura district,14245515,27341471911.9961,4,2022,karnataka,6685
davanagere district,16964566,27299396607.14299,4,2022,karnataka,6686
bagalkote district,13610551,21729430694.885933,4,2022,karnataka,6687
vijayapura district,17470241,29483315553.68548,4,2022,karnataka,6688
koppal district,11035753,18160316484.48465,4,2022,karnataka,6689
bidar district,17395190,28937118123.55844,4,2022,karnataka,6690
bengaluru rural district,32555311,46931010610.96648,4,2022,karnataka,6691
raichur district,14690606,26973026231.77952,4,2022,karnataka,6692
chamarajanagara district,5183720,9398487368.420755,4,2022,karnataka,6693
dakshina kannada district,20604812,30207470651.06229,4,2022,karnataka,6694
hassan district,17267008,30785005624.73557,4,2022,karnataka,6695
dharwad district,27717085,36289207502.73111,4,2022,karnataka,6696
shivamogga district,17761137,28561731845.16182,4,2022,karnataka,6697
udupi district,8818675,12891286924.60652,4,2022,karnataka,6698
gadag district,6661159,10329614180.90404,4,2022,karnataka,6699
thiruvananthapuram district,172079,275202215.5887567,1,2018,kerala,6700
kasaragod district,37597,46522871.82306546,1,2018,kerala,6701
malappuram district,239508,256416524.0373311,1,2018,kerala,6702
pathanamthitta district,35435,44871379.63442598,1,2018,kerala,6703
wayanad district,32702,42622425.25359704,1,2018,kerala,6704
alappuzha district,74941,95014765.5124121,1,2018,kerala,6705
kozhikode district,206971,264216575.6141083,1,2018,kerala,6706
kollam district,76713,93495184.48584013,1,2018,kerala,6707
thrissur district,148871,200502461.3218803,1,2018,kerala,6708
palakkad district,119324,155278345.5406727,1,2018,kerala,6709
kannur district,92260,112128543.0761299,1,2018,kerala,6710
kottayam district,102446,132788590.2125131,1,2018,kerala,6711
ernakulam district,390006,630357709.4293847,1,2018,kerala,6712
idukki district,42527,53257161.57039655,1,2018,kerala,6713
thiruvananthapuram district,241695,447463532.2875792,2,2018,kerala,6714
kasaragod district,50723,79264188.98089561,2,2018,kerala,6715
malappuram district,268993,394434596.3828991,2,2018,kerala,6716
pathanamthitta district,50523,75627575.41254863,2,2018,kerala,6717
wayanad district,43621,75694975.62729506,2,2018,kerala,6718
alappuzha district,101141,157158524.65667993,2,2018,kerala,6719
kozhikode district,262368,432276266.4294082,2,2018,kerala,6720
kollam district,107011,158093455.3837409,2,2018,kerala,6721
thrissur district,194698,323326151.5548469,2,2018,kerala,6722
palakkad district,148865,247495543.9461293,2,2018,kerala,6723
kannur district,123543,190249058.5368228,2,2018,kerala,6724
kottayam district,132766,219583423.42327893,2,2018,kerala,6725
ernakulam district,521535,992297917.661976,2,2018,kerala,6726
idukki district,60683,93958133.15853149,2,2018,kerala,6727
thiruvananthapuram district,341861,663088952.7638565,3,2018,kerala,6728
kasaragod district,69573,121876096.1571668,3,2018,kerala,6729
malappuram district,323771,521343702.7156196,3,2018,kerala,6730
pathanamthitta district,66341,108400526.62835027,3,2018,kerala,6731
wayanad district,52579,96212039.37300894,3,2018,kerala,6732
alappuzha district,129138,208917711.7163746,3,2018,kerala,6733
kozhikode district,374581,602562108.7285004,3,2018,kerala,6734
kollam district,154891,237302294.1078105,3,2018,kerala,6735
thrissur district,265041,447258554.1520718,3,2018,kerala,6736
palakkad district,201468,329702201.4545288,3,2018,kerala,6737
kannur district,161613,256107072.92292744,3,2018,kerala,6738
kottayam district,185591,294011177.44973373,3,2018,kerala,6739
ernakulam district,731827,1317858232.2431169,3,2018,kerala,6740
idukki district,76073,118384553.4624182,3,2018,kerala,6741
thiruvananthapuram district,475377,937541020.9487804,4,2018,kerala,6742
kasaragod district,99369,178991682.4763731,4,2018,kerala,6743
malappuram district,445963,712275700.1685901,4,2018,kerala,6744
pathanamthitta district,99883,188812344.160176,4,2018,kerala,6745
wayanad district,82834,162973755.8726172,4,2018,kerala,6746
alappuzha district,180730,307021229.6677927,4,2018,kerala,6747
kozhikode district,492826,852029000.8762002,4,2018,kerala,6748
kollam district,201274,339663300.0761878,4,2018,kerala,6749
thrissur district,369941,669618693.0635449,4,2018,kerala,6750
palakkad district,278099,493228367.318028,4,2018,kerala,6751
kannur district,221021,387384391.7983955,4,2018,kerala,6752
kottayam district,244161,436012749.526681,4,2018,kerala,6753
ernakulam district,1012043,1886966258.0311785,4,2018,kerala,6754
idukki district,107133,194842742.8278149,4,2018,kerala,6755
thiruvananthapuram district,736407,1242525637.5853531,1,2019,kerala,6756
kasaragod district,139502,225830406.4548484,1,2019,kerala,6757
malappuram district,695313,892807636.0664957,1,2019,kerala,6758
pathanamthitta district,123465,215762682.84896177,1,2019,kerala,6759
wayanad district,109869,207649993.70552912,1,2019,kerala,6760
alappuzha district,252186,388624847.9884774,1,2019,kerala,6761
kozhikode district,705959,1018056389.046397,1,2019,kerala,6762
kollam district,267030,424402104.3678213,1,2019,kerala,6763
thrissur district,583045,940781808.783764,1,2019,kerala,6764
palakkad district,390957,618358114.4295684,1,2019,kerala,6765
kannur district,309217,493947068.763232,1,2019,kerala,6766
kottayam district,348566,558480707.3401135,1,2019,kerala,6767
ernakulam district,1657527,2766048426.726511,1,2019,kerala,6768
idukki district,149996,241755310.742571,1,2019,kerala,6769
thiruvananthapuram district,897152,1608596589.681378,2,2019,kerala,6770
kasaragod district,132477,245117661.3815596,2,2019,kerala,6771
malappuram district,575048,950964374.0589198,2,2019,kerala,6772
pathanamthitta district,121246,231047652.4079249,2,2019,kerala,6773
wayanad district,117101,246051815.2222817,2,2019,kerala,6774
alappuzha district,282582,473109181.59596735,2,2019,kerala,6775
kozhikode district,540752,968227341.5065464,2,2019,kerala,6776
kollam district,285888,508491310.8754553,2,2019,kerala,6777
thrissur district,768852,1369632612.653658,2,2019,kerala,6778
palakkad district,358416,674063610.1443212,2,2019,kerala,6779
kannur district,350753,624420173.4544072,2,2019,kerala,6780
kottayam district,373169,682101020.9961852,2,2019,kerala,6781
ernakulam district,2327469,4150046405.233533,2,2019,kerala,6782
idukki district,152921,299501811.9734186,2,2019,kerala,6783
thiruvananthapuram district,1210326,2114421209.945346,3,2019,kerala,6784
kasaragod district,181343,308649475.8795088,3,2019,kerala,6785
malappuram district,669092,1122314397.733013,3,2019,kerala,6786
pathanamthitta district,171939,288808708.79041815,3,2019,kerala,6787
wayanad district,176001,316938080.32937783,3,2019,kerala,6788
alappuzha district,412404,649647317.8447716,3,2019,kerala,6789
kozhikode district,791143,1229904356.4614892,3,2019,kerala,6790
kollam district,434861,713019785.4366324,3,2019,kerala,6791
thrissur district,913742,1653044268.950473,3,2019,kerala,6792
palakkad district,468478,831397770.4387538,3,2019,kerala,6793
