Place_Name,Registered_Users_Count,App_Openings,Quarter,Year,State
surat district,3747780,110323166,4,2022,gujarat
porbandar district,102643,2175841,4,2022,gujarat
gandhinagar district,927585,35387014,4,2022,gujarat
panch mahals district,306278,12634353,4,2022,gujarat
narmada district,84596,3758056,4,2022,gujarat
gir somnath district,254045,7658775,4,2022,gujarat
valsad district,751767,32968847,4,2022,gujarat
mahisagar district,137511,5028578,4,2022,gujarat
sabar kantha district,397066,17276367,4,2022,gujarat
tapi district,156189,6355677,4,2022,gujarat
vadodara district,1587831,48909823,4,2022,gujarat
banas kantha district,939693,54467383,4,2022,gujarat
amreli district,293382,9446129,4,2022,gujarat
ahmadabad district,4530853,157291084,4,2022,gujarat
dohad district,226068,11309950,4,2022,gujarat
navsari district,328740,8737777,4,2022,gujarat
patan district,384293,15704430,4,2022,gujarat
kachchh district,781383,35644500,4,2022,gujarat
surendranagar district,366161,13510037,4,2022,gujarat
morbi district,322150,13816692,4,2022,gujarat
yamunanagar district,46198,0,1,2018,haryana
sonipat district,79638,0,1,2018,haryana
jind district,51815,0,1,2018,haryana
rohtak district,62452,0,1,2018,haryana
faridabad district,231504,0,1,2018,haryana
mahendragarh district,45460,0,1,2018,haryana
hisar district,113872,0,1,2018,haryana
karnal district,73612,0,1,2018,haryana
fatehabad district,48955,0,1,2018,haryana
palwal district,48774,0,1,2018,haryana
charkhi dadri district,14712,0,1,2018,haryana
ambala district,54127,0,1,2018,haryana
rewari district,85350,0,1,2018,haryana
panchkula district,41867,0,1,2018,haryana
bhiwani district,57585,0,1,2018,haryana
sirsa district,70800,0,1,2018,haryana
mewat district,29541,0,1,2018,haryana
panipat district,74739,0,1,2018,haryana
gurugram district,474081,0,1,2018,haryana
kaithal district,41222,0,1,2018,haryana
kurukshetra district,47932,0,1,2018,haryana
jhajjar district,53121,0,1,2018,haryana
yamunanagar district,62261,0,2,2018,haryana
sonipat district,106837,0,2,2018,haryana
jind district,68635,0,2,2018,haryana
rohtak district,82822,0,2,2018,haryana
faridabad district,306358,0,2,2018,haryana
mahendragarh district,60336,0,2,2018,haryana
hisar district,147599,0,2,2018,haryana
karnal district,98276,0,2,2018,haryana
fatehabad district,63066,0,2,2018,haryana
palwal district,64886,0,2,2018,haryana
charkhi dadri district,19559,0,2,2018,haryana
ambala district,73358,0,2,2018,haryana
rewari district,113056,0,2,2018,haryana
panchkula district,56729,0,2,2018,haryana
bhiwani district,75485,0,2,2018,haryana
sirsa district,91908,0,2,2018,haryana
mewat district,41358,0,2,2018,haryana
panipat district,101243,0,2,2018,haryana
gurugram district,621718,0,2,2018,haryana
kaithal district,55832,0,2,2018,haryana
kurukshetra district,64186,0,2,2018,haryana
jhajjar district,71713,0,2,2018,haryana
yamunanagar district,77303,0,3,2018,haryana
sonipat district,132705,0,3,2018,haryana
jind district,84500,0,3,2018,haryana
rohtak district,101649,0,3,2018,haryana
faridabad district,383316,0,3,2018,haryana
mahendragarh district,74545,0,3,2018,haryana
hisar district,176380,0,3,2018,haryana
karnal district,121471,0,3,2018,haryana
fatehabad district,75108,0,3,2018,haryana
palwal district,81688,0,3,2018,haryana
charkhi dadri district,24373,0,3,2018,haryana
ambala district,92472,0,3,2018,haryana
rewari district,138368,0,3,2018,haryana
panchkula district,71245,0,3,2018,haryana
bhiwani district,92291,0,3,2018,haryana
sirsa district,109165,0,3,2018,haryana
mewat district,53421,0,3,2018,haryana
panipat district,124290,0,3,2018,haryana
gurugram district,767369,0,3,2018,haryana
kaithal district,68422,0,3,2018,haryana
kurukshetra district,80097,0,3,2018,haryana
jhajjar district,90220,0,3,2018,haryana
yamunanagar district,94449,0,4,2018,haryana
sonipat district,165599,0,4,2018,haryana
jind district,103156,0,4,2018,haryana
rohtak district,124365,0,4,2018,haryana
faridabad district,521996,0,4,2018,haryana
mahendragarh district,91223,0,4,2018,haryana
hisar district,210671,0,4,2018,haryana
karnal district,149062,0,4,2018,haryana
fatehabad district,88259,0,4,2018,haryana
palwal district,113042,0,4,2018,haryana
charkhi dadri district,29865,0,4,2018,haryana
ambala district,114192,0,4,2018,haryana
rewari district,172035,0,4,2018,haryana
panchkula district,88703,0,4,2018,haryana
bhiwani district,111607,0,4,2018,haryana
sirsa district,127874,0,4,2018,haryana
mewat district,71400,0,4,2018,haryana
panipat district,153137,0,4,2018,haryana
gurugram district,967781,0,4,2018,haryana
kaithal district,82556,0,4,2018,haryana
kurukshetra district,97619,0,4,2018,haryana
jhajjar district,114488,0,4,2018,haryana
yamunanagar district,111935,0,1,2019,haryana
sonipat district,199593,0,1,2019,haryana
jind district,121923,0,1,2019,haryana
rohtak district,147392,0,1,2019,haryana
faridabad district,634024,0,1,2019,haryana
mahendragarh district,109746,0,1,2019,haryana
hisar district,245236,0,1,2019,haryana
karnal district,177042,0,1,2019,haryana
fatehabad district,101001,0,1,2019,haryana
palwal district,141953,0,1,2019,haryana
charkhi dadri district,35788,0,1,2019,haryana
ambala district,136012,0,1,2019,haryana
rewari district,207051,0,1,2019,haryana
panchkula district,105044,0,1,2019,haryana
bhiwani district,132014,0,1,2019,haryana
sirsa district,146936,0,1,2019,haryana
mewat district,92292,0,1,2019,haryana
panipat district,181548,0,1,2019,haryana
gurugram district,1159832,0,1,2019,haryana
kaithal district,97311,0,1,2019,haryana
kurukshetra district,115295,0,1,2019,haryana
jhajjar district,139799,0,1,2019,haryana
yamunanagar district,128212,541843,2,2019,haryana
sonipat district,230883,1176456,2,2019,haryana
jind district,138962,624097,2,2019,haryana
rohtak district,169372,827978,2,2019,haryana
faridabad district,716593,4975626,2,2019,haryana
mahendragarh district,127605,682663,2,2019,haryana
hisar district,277720,1298714,2,2019,haryana
karnal district,204255,977665,2,2019,haryana
fatehabad district,112543,417161,2,2019,haryana
palwal district,165665,1271969,2,2019,haryana
charkhi dadri district,42051,203007,2,2019,haryana
ambala district,157049,747656,2,2019,haryana
rewari district,238349,1505304,2,2019,haryana
panchkula district,120567,577037,2,2019,haryana
bhiwani district,151200,716927,2,2019,haryana
sirsa district,163468,625593,2,2019,haryana
mewat district,111194,822428,2,2019,haryana
panipat district,208172,984634,2,2019,haryana
gurugram district,1307319,10860136,2,2019,haryana
kaithal district,110900,506145,2,2019,haryana
kurukshetra district,132749,672331,2,2019,haryana
jhajjar district,163202,913825,2,2019,haryana
yamunanagar district,143922,1889582,3,2019,haryana
sonipat district,261554,4157560,3,2019,haryana
jind district,154136,2080553,3,2019,haryana
rohtak district,190137,2969017,3,2019,haryana
faridabad district,792884,18337601,3,2019,haryana
mahendragarh district,144934,2455148,3,2019,haryana
hisar district,308179,4755964,3,2019,haryana
karnal district,230603,3506469,3,2019,haryana
fatehabad district,124153,1474393,3,2019,haryana
palwal district,188217,4785385,3,2019,haryana
charkhi dadri district,47499,677064,3,2019,haryana
ambala district,176487,2649300,3,2019,haryana
rewari district,266893,5491022,3,2019,haryana
panchkula district,134405,2132209,3,2019,haryana
bhiwani district,168827,2457872,3,2019,haryana
sirsa district,179271,2162548,3,2019,haryana
mewat district,129646,3067264,3,2019,haryana
panipat district,235346,3503361,3,2019,haryana
gurugram district,1447473,42024810,3,2019,haryana
kaithal district,123358,1747400,3,2019,haryana
kurukshetra district,150733,2685834,3,2019,haryana
jhajjar district,185095,3322231,3,2019,haryana
yamunanagar district,159678,2169534,4,2019,haryana
sonipat district,291479,4952233,4,2019,haryana
jind district,170946,2493137,4,2019,haryana
rohtak district,209750,3382162,4,2019,haryana
faridabad district,862595,19751979,4,2019,haryana
mahendragarh district,162341,3111883,4,2019,haryana
hisar district,339753,5504854,4,2019,haryana
karnal district,255280,4087110,4,2019,haryana
fatehabad district,137065,1761322,4,2019,haryana
palwal district,209434,5450339,4,2019,haryana
charkhi dadri district,52964,800762,4,2019,haryana
ambala district,194413,3060152,4,2019,haryana
rewari district,294161,6508677,4,2019,haryana
panchkula district,147023,2349281,4,2019,haryana
bhiwani district,187294,2966045,4,2019,haryana
sirsa district,196540,2561179,4,2019,haryana
mewat district,149894,3948045,4,2019,haryana
panipat district,262435,4153408,4,2019,haryana
gurugram district,1574240,48600028,4,2019,haryana
kaithal district,136563,2021458,4,2019,haryana
kurukshetra district,166454,3068604,4,2019,haryana
jhajjar district,206377,4019696,4,2019,haryana
yamunanagar district,178961,2625978,1,2020,haryana
sonipat district,325111,5887001,1,2020,haryana
jind district,190347,3049401,1,2020,haryana
rohtak district,231317,3889336,1,2020,haryana
faridabad district,935992,22162012,1,2020,haryana
mahendragarh district,181158,3850212,1,2020,haryana
hisar district,382469,6580784,1,2020,haryana
karnal district,283270,4897515,1,2020,haryana
fatehabad district,152969,2162924,1,2020,haryana
palwal district,233542,6895425,1,2020,haryana
charkhi dadri district,59348,1013262,1,2020,haryana
ambala district,215379,3471937,1,2020,haryana
rewari district,323001,7633507,1,2020,haryana
panchkula district,160534,2591842,1,2020,haryana
bhiwani district,208228,3705008,1,2020,haryana
sirsa district,219623,3131069,1,2020,haryana
mewat district,176392,5813427,1,2020,haryana
panipat district,293916,4951364,1,2020,haryana
gurugram district,1700505,52800456,1,2020,haryana
kaithal district,151832,2465825,1,2020,haryana
kurukshetra district,184817,3491337,1,2020,haryana
jhajjar district,230059,4723846,1,2020,haryana
yamunanagar district,200549,2852631,2,2020,haryana
sonipat district,362890,6034006,2,2020,haryana
jind district,211019,3507406,2,2020,haryana
rohtak district,254647,3888145,2,2020,haryana
faridabad district,1010271,20303296,2,2020,haryana
mahendragarh district,203682,4935866,2,2020,haryana
hisar district,417164,6757973,2,2020,haryana
karnal district,313828,5052334,2,2020,haryana
fatehabad district,168959,2383530,2,2020,haryana
palwal district,259528,8071157,2,2020,haryana
charkhi dadri district,67004,1335183,2,2020,haryana
ambala district,239160,3519221,2,2020,haryana
rewari district,354024,7867627,2,2020,haryana
panchkula district,175646,2382444,2,2020,haryana
bhiwani district,232402,4442225,2,2020,haryana
sirsa district,242506,3333130,2,2020,haryana
mewat district,205921,6897864,2,2020,haryana
panipat district,324833,4902131,2,2020,haryana
gurugram district,1809777,34179491,2,2020,haryana
kaithal district,168699,2713693,2,2020,haryana
kurukshetra district,203788,3228540,2,2020,haryana
jhajjar district,256581,5062230,2,2020,haryana
yamunanagar district,221375,3252209,3,2020,haryana
sonipat district,402001,7704246,3,2020,haryana
jind district,232549,3961859,3,2020,haryana
rohtak district,280325,5088867,3,2020,haryana
faridabad district,1094570,26881573,3,2020,haryana
mahendragarh district,225580,5818789,3,2020,haryana
hisar district,453910,8467943,3,2020,haryana
karnal district,344289,6013147,3,2020,haryana
fatehabad district,184755,2802419,3,2020,haryana
palwal district,285223,9607743,3,2020,haryana
charkhi dadri district,74479,1577462,3,2020,haryana
ambala district,262146,4037143,3,2020,haryana
rewari district,388025,10985340,3,2020,haryana
panchkula district,191215,2948241,3,2020,haryana
bhiwani district,255889,5174248,3,2020,haryana
sirsa district,266572,3948058,3,2020,haryana
mewat district,234889,8159589,3,2020,haryana
panipat district,357830,6114120,3,2020,haryana
gurugram district,1949331,52547158,3,2020,haryana
kaithal district,185714,3114941,3,2020,haryana
kurukshetra district,223297,3932294,3,2020,haryana
jhajjar district,284852,6477380,3,2020,haryana
yamunanagar district,242753,3843610,4,2020,haryana
sonipat district,441088,9660561,4,2020,haryana
jind district,254452,4761235,4,2020,haryana
rohtak district,305922,6466541,4,2020,haryana
faridabad district,1182635,32798951,4,2020,haryana
mahendragarh district,245723,7015783,4,2020,haryana
hisar district,490971,10488914,4,2020,haryana
karnal district,374733,7240718,4,2020,haryana
fatehabad district,200390,3430122,4,2020,haryana
palwal district,310698,11415073,4,2020,haryana
charkhi dadri district,81772,1927582,4,2020,haryana
ambala district,285566,4789038,4,2020,haryana
rewari district,421106,13482897,4,2020,haryana
panchkula district,207622,3577436,4,2020,haryana
bhiwani district,279824,6427240,4,2020,haryana
sirsa district,289231,4751601,4,2020,haryana
mewat district,260584,9795333,4,2020,haryana
panipat district,391952,7475136,4,2020,haryana
gurugram district,2104240,70303122,4,2020,haryana
kaithal district,202911,3708370,4,2020,haryana
kurukshetra district,242556,4668046,4,2020,haryana
jhajjar district,313144,8073998,4,2020,haryana
yamunanagar district,261709,4171624,1,2021,haryana
sonipat district,475192,10259395,1,2021,haryana
jind district,273932,4823696,1,2021,haryana
rohtak district,329147,7034036,1,2021,haryana
faridabad district,1272506,37824622,1,2021,haryana
mahendragarh district,265121,7786463,1,2021,haryana
hisar district,526528,11468230,1,2021,haryana
karnal district,402850,7618470,1,2021,haryana
fatehabad district,215301,3757518,1,2021,haryana
palwal district,335048,12710006,1,2021,haryana
charkhi dadri district,88122,2051877,1,2021,haryana
ambala district,307153,5271257,1,2021,haryana
rewari district,453500,14968730,1,2021,haryana
panchkula district,223482,3991694,1,2021,haryana
bhiwani district,301458,7059970,1,2021,haryana
sirsa district,310911,5229914,1,2021,haryana
mewat district,284058,12278997,1,2021,haryana
panipat district,423131,8104365,1,2021,haryana
gurugram district,2262589,83093025,1,2021,haryana
kaithal district,218191,3635272,1,2021,haryana
kurukshetra district,260673,5020980,1,2021,haryana
jhajjar district,337303,8526542,1,2021,haryana
yamunanagar district,280813,4140694,2,2021,haryana
sonipat district,510058,10153797,2,2021,haryana
jind district,294468,7018936,2,2021,haryana
rohtak district,353305,8816570,2,2021,haryana
faridabad district,1360855,25686092,2,2021,haryana
mahendragarh district,285025,8913568,2,2021,haryana
hisar district,564047,14537419,2,2021,haryana
karnal district,432042,7763201,2,2021,haryana
fatehabad district,231017,5402129,2,2021,haryana
palwal district,359544,11460235,2,2021,haryana
charkhi dadri district,94774,2819667,2,2021,haryana
ambala district,329225,4503822,2,2021,haryana
rewari district,485784,12365298,2,2021,haryana
panchkula district,239170,3407070,2,2021,haryana
bhiwani district,324156,12104870,2,2021,haryana
sirsa district,334240,8146123,2,2021,haryana
mewat district,305382,10933219,2,2021,haryana
panipat district,454218,7391815,2,2021,haryana
gurugram district,2416391,49280675,2,2021,haryana
kaithal district,234468,5633716,2,2021,haryana
kurukshetra district,279452,4734143,2,2021,haryana
jhajjar district,362160,8839447,2,2021,haryana
yamunanagar district,302286,4998805,3,2021,haryana
sonipat district,549613,12651379,3,2021,haryana
jind district,317982,8521357,3,2021,haryana
rohtak district,380370,11569534,3,2021,haryana
faridabad district,1459758,32146169,3,2021,haryana
mahendragarh district,307779,10733157,3,2021,haryana
hisar district,606513,18684922,3,2021,haryana
karnal district,464990,9193645,3,2021,haryana
fatehabad district,248955,6679659,3,2021,haryana
palwal district,387557,13201677,3,2021,haryana
